event_second,pair_1,ask_1,pair_2,ask_2,pair_3,ask_3,ratio
2024-02-17 15:24:34,ADAUSDC,0.5831,USDCUSDT,0.9991,ADAUSDT,0.5856,0.9948347165300545
2024-02-17 15:47:40,SOLBTC,0.0021019,BTCUSDT,51646.81,SOLUSDT,109.12,0.9948353183559382
2024-02-17 15:44:01,AVAXBTC,0.0007648,BTCUSDT,51601.97,AVAXUSDT,39.67,0.9948370722460297
2024-02-17 15:44:15,SOLBTC,0.0021016,BTCUSDT,51602.27,SOLUSDT,109.01,0.9948383692505274
2024-02-17 15:44:08,SOLBTC,0.0021018,BTCUSDT,51602.1,SOLUSDT,109.02,0.9948385046780408
2024-02-17 15:44:16,SOLBTC,0.0021016,BTCUSDT,51602.29,SOLUSDT,109.01,0.9948387548298321
2024-02-17 15:44:21,SOLBTC,0.0021016,BTCUSDT,51602.41,SOLUSDT,109.01,0.99484106830566
2024-02-17 15:44:27,SOLBTC,0.0021016,BTCUSDT,51602.53,SOLUSDT,109.01,0.9948433817814879
2024-02-17 15:44:17,AVAXBTC,0.0007648,BTCUSDT,51602.31,AVAXUSDT,39.67,0.9948436271237711
2024-02-17 14:23:01,BNBBTC,0.006853,BTCUSDT,51724.65,BNBUSDT,356.3,0.9948611463654223
2024-02-17 15:55:12,SOLBTC,0.0021017,BTCUSDT,51686.34,SOLUSDT,109.19,0.9948638224929024
2024-02-17 15:55:30,SOLBTC,0.0021017,BTCUSDT,51686.37,SOLUSDT,109.19,0.9948643999358917
2024-02-17 16:28:22,BNBBTC,0.006864,BTCUSDT,51468.1,BNBUSDT,355.1,0.9948663430019712
2024-02-17 15:55:35,SOLBTC,0.0021017,BTCUSDT,51686.49,SOLUSDT,109.19,0.9948667097078489
2024-02-17 16:28:28,BNBBTC,0.006864,BTCUSDT,51468.12,BNBUSDT,355.1,0.9948667295972965
2024-02-17 15:55:39,SOLBTC,0.0021017,BTCUSDT,51686.57,SOLUSDT,109.19,0.9948682495558202
2024-02-17 15:55:41,SOLBTC,0.0021017,BTCUSDT,51686.61,SOLUSDT,109.19,0.994869019479806
2024-02-17 15:55:49,SOLBTC,0.0021017,BTCUSDT,51686.78,SOLUSDT,109.19,0.9948722916567452
2024-02-17 15:42:42,SOLBTC,0.0021017,BTCUSDT,51644.27,SOLUSDT,109.1,0.9948740812007334
2024-02-17 16:02:58,LINKBTC,0.0003797,BTCUSDT,51674.82,LINKUSDT,19.722,0.9948752233039244
2024-02-17 15:22:11,SOLBTC,0.0021018,BTCUSDT,51623.09,SOLUSDT,109.06,0.9948781456262606
2024-02-17 15:09:05,SOLUSDC,108.68,USDCUSDT,0.999,SOLUSDT,109.13,0.9948806011179328
2024-02-17 15:41:51,AVAXBTC,0.0007655,BTCUSDT,51609.23,AVAXUSDT,39.71,0.9948845521279276
2024-02-17 16:25:05,DOGEBTC,1.62e-06,BTCUSDT,51537.58,DOGEUSDT,0.08392,0.9948865538608199
2024-02-17 15:42:01,AVAXBTC,0.0007655,BTCUSDT,51609.42,AVAXUSDT,39.71,0.9948882148073532
2024-02-17 15:42:02,AVAXBTC,0.0007655,BTCUSDT,51609.45,AVAXUSDT,39.71,0.9948887931251573
2024-02-17 15:23:18,SOLBTC,0.0021019,BTCUSDT,51626.45,SOLUSDT,109.07,0.9948990121481617
2024-02-17 15:04:05,ADAUSDC,0.5825,USDCUSDT,0.999,ADAUSDT,0.5849,0.9949008377500428
2024-02-17 14:36:16,SOLUSDC,109.0,USDCUSDT,0.9991,SOLUSDT,109.46,0.9949013338205738
2024-02-17 15:23:18,AVAXBTC,0.0007643,BTCUSDT,51626.45,AVAXUSDT,39.66,0.9949091209026726
2024-02-17 14:32:23,MATICBTC,1.791e-05,BTCUSDT,51700.84,MATICUSDT,0.9307,0.994909255828946
2024-02-17 16:08:29,AVAXBTC,0.0007639,BTCUSDT,51575.5,AVAXUSDT,39.6,0.9949122335858585
2024-02-17 16:08:30,AVAXBTC,0.0007639,BTCUSDT,51575.52,AVAXUSDT,39.6,0.9949126193939393
2024-02-17 16:06:42,AVAXBTC,0.0007637,BTCUSDT,51589.18,AVAXUSDT,39.6,0.99491557489899
2024-02-17 16:07:01,AVAXBTC,0.0007637,BTCUSDT,51589.63,AVAXUSDT,39.6,0.9949242533080808
2024-02-17 16:07:03,AVAXBTC,0.0007637,BTCUSDT,51589.67,AVAXUSDT,39.6,0.9949250247222221
2024-02-17 16:01:54,AVAXBTC,0.0007638,BTCUSDT,51674.82,AVAXUSDT,39.67,0.9949389341063777
2024-02-17 16:01:12,AVAXBTC,0.0007638,BTCUSDT,51674.84,AVAXUSDT,39.67,0.9949393191832617
2024-02-17 16:01:14,AVAXBTC,0.0007638,BTCUSDT,51674.9,AVAXUSDT,39.67,0.9949404744139148
2024-02-17 14:09:46,BNBBTC,0.006853,BTCUSDT,51699.85,BNBUSDT,356.1,0.9949426342319571
2024-02-17 15:00:43,AVAXBTC,0.0007638,BTCUSDT,51675.1,AVAXUSDT,39.67,0.9949443251827577
2024-02-17 15:04:08,MATICBTC,1.791e-05,BTCUSDT,51675.1,MATICUSDT,0.9302,0.9949484422704794
2024-02-17 16:03:04,LINKBTC,0.0003795,BTCUSDT,51674.82,LINKUSDT,19.71,0.9949565799086758
2024-02-17 14:26:45,SOLBTC,0.0021021,BTCUSDT,51714.9,SOLUSDT,109.26,0.9949651408566721
2024-02-17 15:11:40,AVAXBTC,0.0007644,BTCUSDT,51675.07,AVAXUSDT,39.7,0.9949728843324938
2024-02-17 14:36:20,SOLUSDC,109.05,USDCUSDT,0.9989,SOLUSDT,109.48,0.994976662404092
2024-02-17 15:43:00,LINKBTC,0.00038,BTCUSDT,51600.64,LINKUSDT,19.707,0.9949887451159486
2024-02-17 15:43:02,LINKBTC,0.00038,BTCUSDT,51600.68,LINKUSDT,19.707,0.9949895164154868
2024-02-17 14:12:36,BNBBTC,0.006853,BTCUSDT,51702.71,BNBUSDT,356.1,0.9949976737714125
2024-02-17 14:12:01,SOLBTC,0.0021018,BTCUSDT,51700.68,SOLUSDT,109.21,0.9950049374965664
2024-02-17 14:20:09,BNBBTC,0.006853,BTCUSDT,51717.89,BNBUSDT,356.2,0.9950103879000561
2024-02-17 14:20:10,BNBBTC,0.006853,BTCUSDT,51717.93,BNBUSDT,356.2,0.9950111574677148
2024-02-17 14:27:06,BNBBTC,0.006853,BTCUSDT,51703.89,BNBUSDT,356.1,0.9950203823925863
2024-02-17 14:09:34,BNBBTC,0.006853,BTCUSDT,51703.95,BNBUSDT,356.1,0.995021537068239
2024-02-17 14:27:16,BNBBTC,0.006853,BTCUSDT,51704.09,BNBUSDT,356.1,0.9950242313114293
2024-02-17 14:13:16,BNBBTC,0.006853,BTCUSDT,51704.13,BNBUSDT,356.1,0.9950250010951978
2024-02-17 15:05:50,MATICBTC,1.79e-05,BTCUSDT,51674.82,MATICUSDT,0.9296,0.9950293438037866
2024-02-17 15:54:13,LINKBTC,0.0003813,BTCUSDT,51685.33,LINKUSDT,19.806,0.995032632990003
2024-02-17 15:11:29,MATICBTC,1.79e-05,BTCUSDT,51675.07,MATICUSDT,0.9296,0.9950341577022376
2024-02-17 15:05:21,MATICBTC,1.79e-05,BTCUSDT,51675.1,MATICUSDT,0.9296,0.9950347353700517
2024-02-17 15:41:17,AVAXBTC,0.0007655,BTCUSDT,51604.24,AVAXUSDT,39.7,0.9950389350125943
2024-02-17 16:06:34,AVAXBTC,0.0007638,BTCUSDT,51588.97,AVAXUSDT,39.6,0.9950418001515152
2024-02-17 16:06:40,AVAXBTC,0.0007638,BTCUSDT,51589.13,AVAXUSDT,39.6,0.9950448862121211
2024-02-17 16:06:41,AVAXBTC,0.0007638,BTCUSDT,51589.16,AVAXUSDT,39.6,0.9950454648484849
2024-02-17 16:06:44,AVAXBTC,0.0007638,BTCUSDT,51589.23,AVAXUSDT,39.6,0.9950468150000001
2024-02-17 15:39:23,AVAXBTC,0.0007654,BTCUSDT,51572.64,AVAXUSDT,39.67,0.9950516424502142
2024-02-17 14:23:17,MATICBTC,1.791e-05,BTCUSDT,51724.97,MATICUSDT,0.931,0.9950528600429644
2024-02-17 15:00:37,BNBBTC,0.006859,BTCUSDT,51675.1,BNBUSDT,356.2,0.9950575825379
2024-02-17 15:09:07,SOLUSDC,108.7,USDCUSDT,0.999,SOLUSDT,109.13,0.9950636855126913
2024-02-17 15:03:21,SOLUSDC,108.82,USDCUSDT,0.999,SOLUSDT,109.25,0.9950680091533181
2024-02-17 16:08:22,ADAUSDC,0.5839,USDCUSDT,0.9995,ADAUSDT,0.5865,0.9950691389599319
2024-02-17 15:31:17,LINKBTC,0.0003795,BTCUSDT,51623.09,LINKUSDT,19.688,0.9950712441588785
2024-02-17 15:14:26,SOLBTC,0.0021018,BTCUSDT,51656.9,SOLUSDT,109.11,0.9950735259829531
2024-02-17 15:54:54,LINKBTC,0.0003813,BTCUSDT,51687.85,LINKUSDT,19.806,0.995081147379582
2024-02-17 14:25:12,SOLBTC,0.0021021,BTCUSDC,51750.24,SOLUSDC,109.32,0.9950986050493963
2024-02-17 15:12:40,AVAXBTC,0.0007643,BTCUSDT,51662.44,AVAXUSDT,39.68,0.9951008793346775
2024-02-17 15:56:52,SOLBTC,0.0021017,BTCUSDT,51684.47,SOLUSDT,109.16,0.9951012330432394
2024-02-17 15:09:56,AVAXBTC,0.0007645,BTCUSDT,51675.07,AVAXUSDT,39.7,0.9951030482367758
2024-02-17 15:58:12,LINKBTC,0.00038,BTCUSDT,51674.82,LINKUSDT,19.733,0.9951062484163584
2024-02-17 16:21:48,DOGEBTC,1.62e-06,BTCUSDT,51537.58,DOGEUSDT,0.0839,0.9951237139451727
2024-02-17 16:03:01,LINKBTC,0.0003798,BTCUSDT,51674.82,LINKUSDT,19.722,0.9951372394280498
2024-02-17 15:43:21,LINKBTC,0.00038,BTCUSDT,51601.07,LINKUSDT,19.704,0.9951485282176209
2024-02-17 15:52:24,SOLBTC,0.0021017,BTCUSDC,51711.4,SOLUSDC,109.21,0.995163898727223
2024-02-17 15:24:48,MATICBTC,1.794e-05,BTCUSDT,51644.56,MATICUSDT,0.931,0.9951701465091299
2024-02-17 14:10:07,SOLBTC,0.0021018,BTCUSDT,51699.85,SOLUSDT,109.19,0.9951712128400036
2024-02-17 15:30:36,LINKBTC,0.0003795,BTCUSDT,51623.09,LINKUSDT,19.686,0.9951723384638829
2024-02-17 15:13:17,SOLBTC,0.0021018,BTCUSDC,51700.0,SOLUSDC,109.19,0.9951741001923253
2024-02-17 16:07:00,AVAXBTC,0.0007639,BTCUSDT,51589.6,AVAXUSDT,39.6,0.9951842282828283
2024-02-17 14:24:35,SOLBTC,0.0021021,BTCUSDC,51750.08,SOLUSDC,109.31,0.9951865626932577
2024-02-17 16:03:17,AVAXBTC,0.0007638,BTCUSDT,51674.82,AVAXUSDT,39.66,0.9951898012102877
2024-02-17 16:08:39,AVAXBTC,0.0007643,BTCUSDT,51577.33,AVAXUSDT,39.61,0.9952172006816461
2024-02-17 16:09:02,AVAXBTC,0.0007641,BTCUSDT,51577.86,AVAXUSDT,39.6,0.9952182531818181
2024-02-17 16:03:05,LINKBTC,0.0003796,BTCUSDT,51674.82,LINKUSDT,19.71,0.9952187555555556
2024-02-17 15:42:27,SOLBTC,0.0021017,BTCUSDC,51625.09,SOLUSDC,109.02,0.995234375830123
2024-02-17 15:07:06,SOLBTC,0.0021018,BTCUSDT,51674.82,SOLUSDT,109.13,0.9952362931916063
2024-02-17 15:09:40,ADAUSDC,0.5826,USDCUSDT,0.999,ADAUSDT,0.5848,0.9952417920656635
2024-02-17 15:24:49,MATICBTC,1.794e-05,BTCUSDT,51648.35,MATICUSDT,0.931,0.9952431783029001
2024-02-17 15:08:14,SOLBTC,0.0021018,BTCUSDC,51680.0,SOLUSDC,109.14,0.9952448598130842
2024-02-17 15:09:09,SOLUSDC,108.72,USDCUSDT,0.999,SOLUSDT,109.13,0.9952467699074499
2024-02-17 14:21:40,MATICBTC,1.791e-05,BTCUSDT,51723.95,MATICUSDT,0.9308,0.9952470396433175
2024-02-17 14:23:26,MATICBTC,1.79e-05,BTCUSDT,51725.15,MATICUSDT,0.9303,0.9952490433193595
2024-02-17 15:40:54,AVAXBTC,0.0007655,BTCUSDT,51602.14,AVAXUSDT,39.69,0.9952491350466113
2024-02-17 14:23:27,MATICBTC,1.79e-05,BTCUSDT,51725.17,MATICUSDT,0.9303,0.9952494281414598
2024-02-17 15:41:01,AVAXBTC,0.0007655,BTCUSDT,51602.26,AVAXUSDT,39.69,0.9952514494834973
2024-02-17 14:36:42,BNBBTC,0.006856,BTCUSDT,51737.26,BNBUSDT,356.4,0.995259973512907
2024-02-17 14:32:37,SOLBTC,0.0021016,BTCUSDT,51710.38,SOLUSDT,109.19,0.9952791886436486
2024-02-17 16:21:23,ADABTC,1.128e-05,BTCUSDT,51537.58,ADAUSDT,0.5841,0.9952814627632256
2024-02-17 15:07:40,MATICBTC,1.792e-05,BTCUSDT,51674.82,MATICUSDT,0.9304,0.9952845812553741
2024-02-17 14:13:26,SOLBTC,0.0021018,BTCUSDC,51701.42,SOLUSDC,109.18,0.9952925861513098
2024-02-17 14:13:38,SOLBTC,0.0021018,BTCUSDC,51701.44,SOLUSDC,109.18,0.9952929711668803
2024-02-17 16:03:10,AVAXBTC,0.0007639,BTCUSDT,51674.82,AVAXUSDT,39.66,0.995320095763994
2024-02-17 15:55:25,LINKBTC,0.00038,BTCUSDT,51686.35,LINKUSDT,19.733,0.9953282825723407
2024-02-17 15:42:27,SOLBTC,0.0021017,BTCUSDT,51644.27,SOLUSDT,109.05,0.9953302362127465
2024-02-17 14:14:18,BNBBTC,0.006853,BTCUSDT,51705.67,BNBUSDT,356.0,0.9953341474999998
2024-02-17 15:51:16,SOLBTC,0.0021017,BTCUSDC,51711.2,SOLUSDC,109.19,0.9953423302500229
2024-02-17 16:23:50,DOGEBTC,1.62e-06,BTCUSDT,51537.58,DOGEUSDT,0.08388,0.9953609871244635
2024-02-17 15:09:57,AVAXBTC,0.0007647,BTCUSDT,51675.07,AVAXUSDT,39.7,0.99536337604534
2024-02-17 14:10:15,SOLBTC,0.0021018,BTCUSDT,51700.38,SOLUSDT,109.17,0.9953637325638911
2024-02-17 14:42:52,SOLBTC,0.0021017,BTCUSDT,51726.63,SOLUSDT,109.22,0.9953658512268816
2024-02-17 15:42:54,SOLBTC,0.0021017,BTCUSDC,51637.09,SOLUSDC,109.03,0.9953744111987527
2024-02-17 14:23:30,MATICBTC,1.791e-05,BTCUSDT,51725.23,MATICUSDT,0.9307,0.9953786067476094
2024-02-17 15:45:33,DOGEBTC,1.63e-06,BTCUSDT,51601.41,DOGEUSDT,0.0845,0.9953881455621303
2024-02-17 16:04:57,LINKBTC,0.0003792,BTCUSDT,51670.0,LINKUSDT,19.684,0.9953903678114204
2024-02-17 16:22:25,ADABTC,1.126e-05,BTCUSDT,51537.58,ADAUSDT,0.583,0.9953913392795884
2024-02-17 14:43:13,MATICBTC,1.791e-05,BTCUSDT,51726.63,MATICUSDT,0.9307,0.9954055477597507
2024-02-17 15:19:20,SOLBTC,0.0021018,BTCUSDC,51660.02,SOLUSDC,109.08,0.9954073160616062
2024-02-17 15:06:17,SOLBTC,0.0021018,BTCUSDT,51674.82,SOLUSDT,109.11,0.9954187212537806
2024-02-17 15:09:11,SOLUSDC,108.74,USDCUSDT,0.999,SOLUSDT,109.13,0.9954298543022084
2024-02-17 16:03:13,LINKBTC,0.0003797,BTCUSDT,51674.82,LINKUSDT,19.711,0.9954304273755771
2024-02-17 15:39:27,AVAXBTC,0.0007655,BTCUSDT,51572.86,AVAXUSDT,39.66,0.9954368212304591
2024-02-17 14:49:14,ETHUSDC,2770.3,USDCUSDT,0.9993,ETHUSDT,2781.05,0.9954372593085345
2024-02-17 16:02:02,AVAXBTC,0.0007638,BTCUSDT,51674.82,AVAXUSDT,39.65,0.9954407948549812
2024-02-17 16:02:19,AVAXBTC,0.0007638,BTCUSDT,51674.83,AVAXUSDT,39.65,0.9954409874905423
2024-02-17 14:36:25,SOLUSDC,109.1,USDCUSDT,0.999,SOLUSDT,109.49,0.9954415928395287
2024-02-17 16:02:13,AVAXBTC,0.0007638,BTCUSDT,51674.94,AVAXUSDT,39.65,0.9954431064817152
2024-02-17 14:09:47,SOLBTC,0.0021018,BTCUSDT,51699.85,SOLUSDT,109.16,0.9954447117075852
2024-02-17 14:23:42,SOLBTC,0.0021021,BTCUSDC,51750.0,SOLUSDC,109.28,0.9954582265739386
2024-02-17 15:40:28,AVAXBTC,0.0007655,BTCUSDT,51600.24,AVAXUSDT,39.68,0.9954632993951612
2024-02-17 15:26:33,MATICBTC,1.794e-05,BTCUSDT,51659.81,MATICUSDT,0.931,0.9954640079484425
2024-02-17 16:03:08,LINKBTC,0.0003797,BTCUSDT,51674.82,LINKUSDT,19.71,0.9954809312024352
2024-02-17 16:15:45,LINKBTC,0.0003788,BTCUSDT,51569.3,LINKUSDT,19.623,0.9954874810171738
2024-02-17 16:27:30,ADABTC,1.125e-05,BTCUSDT,51500.2,ADAUSDT,0.582,0.9954935567010309
2024-02-17 15:40:41,AVAXBTC,0.0007655,BTCUSDT,51602.09,AVAXUSDT,39.68,0.9954989892893145
2024-02-17 16:20:37,ADABTC,1.129e-05,BTCUSDT,51547.32,ADAUSDT,0.5846,0.99549990215532
2024-02-17 14:15:38,BNBBTC,0.006853,BTCUSDT,51714.58,BNBUSDT,356.0,0.995505665
2024-02-17 16:05:20,DOGEBTC,1.63e-06,BTCUSDT,51644.37,DOGEUSDT,0.08456,0.9955099704351941
2024-02-17 14:29:06,BNBBTC,0.006853,BTCUSDT,51700.73,BNBUSDT,355.9,0.9955186925821861
2024-02-17 15:58:03,LINKBTC,0.00038,BTCUSDT,51675.86,LINKUSDT,19.725,0.9955298757921419
2024-02-17 15:07:12,SOLBTC,0.0021018,BTCUSDC,51671.24,SOLUSDC,109.09,0.9955322415620129
2024-02-17 15:07:14,SOLBTC,0.0021018,BTCUSDC,51671.27,SOLUSDC,109.09,0.9955328195618296
2024-02-17 15:07:21,SOLBTC,0.0021018,BTCUSDC,51671.38,SOLUSDC,109.09,0.9955349388944907
2024-02-17 14:36:41,BNBBTC,0.006856,BTCUSDT,51737.23,BNBUSDT,356.3,0.9955387282627
2024-02-17 14:49:41,AVAXBTC,0.0007638,BTCUSDT,51719.88,AVAXUSDT,39.68,0.9955555530241936
2024-02-17 14:32:36,SOLBTC,0.002102,BTCUSDT,51710.37,SOLUSDT,109.18,0.9955596056054223
2024-02-17 16:02:18,AVAXBTC,0.0007639,BTCUSDT,51674.82,AVAXUSDT,39.65,0.9955711222698613
2024-02-17 15:23:33,AVAXBTC,0.000765,BTCUSDT,51626.81,AVAXUSDT,39.67,0.9955762452735063
2024-02-17 14:27:00,BNBBTC,0.006853,BTCUSDT,51703.77,BNBUSDT,355.9,0.995577229025007
2024-02-17 14:09:47,SOLBTC,0.0021018,BTCUSDC,51697.93,SOLUSDC,109.14,0.9955901527762507
2024-02-17 14:23:29,MATICBTC,1.791e-05,BTCUSDT,51725.21,MATICUSDT,0.9305,0.9955921666845782
2024-02-17 16:10:06,AVAXBTC,0.0007639,BTCUSDT,51571.88,AVAXUSDT,39.57,0.9955966422036895
2024-02-17 15:43:07,LINKBTC,0.00038,BTCUSDT,51600.77,LINKUSDT,19.695,0.9955974917491748
2024-02-17 16:10:09,AVAXBTC,0.0007639,BTCUSDT,51571.93,AVAXUSDT,39.57,0.9955976074551427
2024-02-17 16:10:11,AVAXBTC,0.0007639,BTCUSDT,51571.97,AVAXUSDT,39.57,0.9955983796563054
2024-02-17 15:53:00,ETHUSDC,2772.97,USDCUSDT,0.9994,ETHUSDT,2783.55,0.9956013788148226
2024-02-17 15:55:56,ADABTC,1.133e-05,BTCUSDT,51686.94,ADAUSDT,0.5882,0.9956018874532473
2024-02-17 14:46:39,AVAXBTC,0.0007637,BTCUSDT,51703.17,AVAXUSDT,39.66,0.9956054192889562
2024-02-17 15:07:07,SOLBTC,0.0021018,BTCUSDC,51675.16,SOLUSDC,109.09,0.9956077668713906
2024-02-17 15:22:00,MATICBTC,1.794e-05,BTCUSDT,51623.1,MATICUSDT,0.9302,0.9956121414749517
2024-02-17 15:09:12,SOLUSDC,108.76,USDCUSDT,0.999,SOLUSDT,109.13,0.995612938696967
2024-02-17 15:09:16,SOLUSDC,108.8,USDCUSDT,0.999,SOLUSDT,109.17,0.9956141797197031
2024-02-17 14:32:26,SOLBTC,0.0021018,BTCUSDT,51708.82,SOLUSDT,109.16,0.9956174228288751
2024-02-17 15:54:37,SOLBTC,0.0021017,BTCUSDC,51711.29,SOLUSDC,109.16,0.9956176089501649
2024-02-17 15:11:43,AVAXBTC,0.0007649,BTCUSDT,51675.07,AVAXUSDT,39.7,0.9956237038539042
2024-02-17 15:51:29,LINKBTC,0.0003806,BTCUSDT,51699.0,LINKUSDT,19.763,0.9956301877245356
2024-02-17 15:01:50,AVAXBTC,0.0007651,BTCUSDT,51675.1,AVAXUSDT,39.71,0.9956338204482499
2024-02-17 14:16:42,ETHUSDC,2770.82,USDCUSDT,0.9987,ETHUSDT,2779.34,0.9956385091424583
2024-02-17 15:59:34,ADABTC,1.133e-05,BTCUSDT,51680.4,ADAUSDT,0.5881,0.9956451827920424
2024-02-17 14:26:20,BNBBTC,0.006852,BTCUSDT,51714.9,BNBUSDT,355.9,0.9956462343354875
2024-02-17 15:43:08,LINKBTC,0.00038,BTCUSDT,51600.77,LINKUSDT,19.694,0.995648045089875
2024-02-17 14:09:27,SOLBTC,0.0021018,BTCUSDC,51696.86,SOLUSDC,109.13,0.9956607747457161
2024-02-17 16:01:48,LINKBTC,0.00038,BTCUSDT,51674.82,LINKUSDT,19.722,0.9956612716763006
2024-02-17 15:49:17,SOLBTC,0.0021016,BTCUSDC,51711.31,SOLUSDC,109.15,0.9956618332203389
2024-02-17 16:15:46,LINKBTC,0.0003788,BTCUSDT,51569.3,LINKUSDT,19.619,0.9956904449768083
2024-02-17 16:03:23,AVAXBTC,0.0007638,BTCUSDT,51674.82,AVAXUSDT,39.64,0.9956919151362261
2024-02-17 14:32:35,SOLBTC,0.0021019,BTCUSDT,51710.34,SOLUSDT,109.16,0.9956940605166726
2024-02-17 15:07:06,SOLBTC,0.0021018,BTCUSDC,51675.12,SOLUSDC,109.08,0.9956982693069308
2024-02-17 15:32:24,LINKBTC,0.0003796,BTCUSDT,51600.31,LINKUSDT,19.672,0.9957034198861325
2024-02-17 16:09:25,ADABTC,1.133e-05,BTCUSDT,51578.35,ADAUSDT,0.5869,0.9957108630090304
2024-02-17 16:29:58,ETHBTC,0.05346,BTCUSDT,51400.0,ETHUSDT,2759.68,0.9957110969387756
2024-02-17 14:42:48,SOLBTC,0.0021017,BTCUSDC,51740.0,SOLUSDC,109.21,0.9957142935628607
2024-02-17 16:26:51,DOGEBTC,1.62e-06,BTCUSDT,51512.98,DOGEUSDT,0.08381,0.9957168309270971
2024-02-17 14:12:20,SOLBTC,0.0021018,BTCUSDC,51700.06,SOLUSDC,109.13,0.9957224054613762
2024-02-17 15:56:20,ETHBTC,0.05361,BTCUSDT,51687.42,ETHUSDT,2782.86,0.9957247530238674
2024-02-17 15:27:33,DOGEBTC,1.63e-06,BTCUSDT,51637.34,DOGEUSDT,0.08453,0.9957277203359755
2024-02-17 15:31:27,LINKBTC,0.0003795,BTCUSDT,51623.06,LINKUSDT,19.675,0.9957281458703937
2024-02-17 16:17:06,ADABTC,1.128e-05,BTCUSDC,51578.68,ADAUSDC,0.5843,0.9957342296765359
2024-02-17 14:41:43,AVAXBTC,0.0007638,BTCUSDT,51742.46,AVAXUSDT,39.69,0.995739252910053
2024-02-17 16:02:49,DOGEBTC,1.63e-06,BTCUSDT,51674.82,DOGEUSDT,0.08459,0.9957436647357845
2024-02-17 16:01:12,DOGEBTC,1.63e-06,BTCUSDT,51674.84,DOGEUSDT,0.08459,0.9957440501241281
2024-02-17 15:54:30,ADABTC,1.133e-05,BTCUSDT,51685.63,ADAUSDT,0.5881,0.9957459409964292
2024-02-17 15:54:36,ADABTC,1.133e-05,BTCUSDT,51685.82,ADAUSDT,0.5881,0.9957496014283286
2024-02-17 15:54:37,ADABTC,1.133e-05,BTCUSDT,51685.85,ADAUSDT,0.5881,0.9957501793912601
2024-02-17 15:09:59,AVAXBTC,0.000765,BTCUSDT,51675.07,AVAXUSDT,39.7,0.9957538677581862
2024-02-17 15:10:00,AVAXBTC,0.000765,BTCUSDT,51675.08,AVAXUSDT,39.7,0.9957540604534004
2024-02-17 14:15:12,ETHUSDC,2770.73,USDCUSDT,0.9988,ETHUSDT,2779.19,0.9957596004591265
2024-02-17 14:20:01,MATICBTC,1.791e-05,BTCUSDT,51717.6,MATICUSDT,0.9302,0.9957667340356912
2024-02-17 14:27:44,SOLBTC,0.0021021,BTCUSDT,51699.85,SOLUSDT,109.14,0.9957692384551952
2024-02-17 15:53:12,DOGEBTC,1.63e-06,BTCUSDT,51676.16,DOGEUSDT,0.08459,0.9957694857548175
2024-02-17 15:55:54,ADABTC,1.133e-05,BTCUSDT,51686.88,ADAUSDT,0.5881,0.9957700227852405
2024-02-17 14:20:12,MATICBTC,1.791e-05,BTCUSDT,51717.98,MATICUSDT,0.9302,0.9957740505267685
2024-02-17 14:30:52,BNBBTC,0.006853,BTCUSDT,51699.86,BNBUSDT,355.8,0.9957817329398537
2024-02-17 15:57:18,SOLBTC,0.0021018,BTCUSDT,51674.88,SOLUSDT,109.07,0.995784934299074
2024-02-17 15:09:14,SOLUSDC,108.78,USDCUSDT,0.999,SOLUSDT,109.13,0.9957960230917255
2024-02-17 15:48:57,LINKBTC,0.0003803,BTCUSDT,51675.54,LINKUSDT,19.735,0.995804806789967
2024-02-17 14:36:29,SOLUSDC,109.14,USDCUSDT,0.999,SOLUSDT,109.49,0.9958065576765002
2024-02-17 14:32:00,SOLBTC,0.0021022,BTCUSDT,51694.78,SOLUSDT,109.13,0.9958101944103361
2024-02-17 14:32:11,SOLBTC,0.0021022,BTCUSDT,51695.02,SOLUSDT,109.13,0.9958148175936955
2024-02-17 14:19:27,ETHUSDC,2770.96,USDCUSDT,0.999,ETHUSDT,2779.82,0.9958159305278759
2024-02-17 14:29:57,BNBBTC,0.006853,BTCUSDT,51701.92,BNBUSDT,355.8,0.9958214102304666
2024-02-17 14:19:25,ETHUSDC,2770.95,USDCUSDT,0.999,ETHUSDT,2779.76,0.9958338309782138
2024-02-17 14:19:26,ETHUSDC,2770.96,USDCUSDT,0.999,ETHUSDT,2779.77,0.9958338423682536
2024-02-17 15:31:59,LINKBTC,0.0003795,BTCUSDT,51600.01,LINKUSDT,19.664,0.9958403069060212
2024-02-17 15:49:29,DOGEBTC,1.63e-06,BTCUSDT,51692.13,DOGEUSDT,0.08461,0.9958417669306228
2024-02-17 15:23:37,AVAXBTC,0.0007654,BTCUSDT,51626.86,AVAXUSDT,39.68,0.9958467400201614
2024-02-17 15:51:15,DOGEBTC,1.63e-06,BTCUSDT,51698.63,DOGEUSDT,0.08462,0.9958492897660127
2024-02-17 14:45:36,ADABTC,1.131e-05,BTCUSDT,51703.64,ADAUSDT,0.5872,0.9958585974114441
2024-02-17 16:08:36,ADABTC,1.133e-05,BTCUSDT,51577.22,ADAUSDT,0.5868,0.995858729720518
2024-02-17 14:30:01,SOLBTC,0.0021021,BTCUSDT,51699.85,SOLUSDT,109.13,0.9958604846055163
2024-02-17 16:03:03,DOGEBTC,1.63e-06,BTCUSDT,51674.82,DOGEUSDT,0.08458,0.9958613927642469
2024-02-17 14:15:24,ETHUSDC,2770.76,USDCUSDT,0.9989,ETHUSDT,2779.2,0.9958664953943581
